ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate,URL
ac839376-c2a6-489a-a77f-9f0b69cf7070,TABS2024021736,Albert Retail Shell- Frisco Tx,2024-06-26T09:38:43.417,3008,Albert Retail,623,2043,9001,2500000.0,900001,2024-10-07T00:00:00,2025-07-07T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021736
59721c73-7b68-4b87-b4ab-e30f548f9b2a,TABS2024021731,Walmart 5311-ESS,2024-06-26T09:16:15.79,3008,Walmart Supercenter 5311,1107,2043,9002,115000.0,900001,2025-06-08T00:00:00,2025-07-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021731
69beec03-5350-419e-8909-aa87f5fe3bb4,TABS2024021712,"La La Land Cafe - Plano, TX",2024-06-25T17:53:21.603,3008,"La La Land Cafe - Plano, TX",1362,2043,9002,280000.0,900001,2024-08-28T00:00:00,2024-11-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021712
e80d688d-4f42-42ce-99ff-a9af72141196,TABS2024021711,A-Safe Inc.,2024-06-25T17:34:18.273,3008,Apex at Legacy,1362,2043,9002,537000.0,900001,2024-07-15T00:00:00,2024-10-11T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021711
5edcafc5-e3aa-45d8-b84b-bc8a0cb5c922,TABS2024021698,Walmart 5211 - ESS,2024-06-25T16:40:43.983,3008,Walmart Supercenter #5211,1107,2043,9002,115000.0,900001,2025-10-05T00:00:00,2025-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021698
ffe67694-a2b5-499e-beee-53a638348069,TABS2024021667,"PRB McKinney, LLC",2024-06-25T12:37:29.47,3008,"PRB McKinney, LLC",1107,2043,9001,8500000.0,900001,2024-06-30T00:00:00,2026-01-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021667
ebb778c1-32e8-4087-8182-30507f48f62a,TABS2024021588,KDP Town Hall's,2024-06-24T15:57:49.337,3008,Keurig Dr Pepper,623,2043,9002,1000000.0,900001,2024-07-15T00:00:00,2024-11-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021588
77fbf434-12f4-4fd5-bca3-40dee8f99fe8,TABS2024021571,AENT (MURPHY),2024-06-24T14:54:40.69,3009,ALLERGY & ENT ASSOCIATES,1194,2043,9002,441870.0,900001,2024-07-15T00:00:00,2024-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021571
e08e2cb1-7529-4648-a54e-f8431291a3a8,TABS2024021570,Jared ALM 2441 Interior Remodel,2024-06-24T14:50:42.453,3008,Frisco Village,623,2043,9002,200000.0,900001,2024-07-29T00:00:00,2024-08-19T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021570
191f45e5-281c-40f5-b0b2-711f0aaeec5b,TABS2024021565,Suite Redecoration and Refinished,2024-06-24T14:25:33.67,3009,Starwood Village,623,2043,9002,29000.0,900001,2023-10-27T00:00:00,2023-12-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021565
bc22bfa9-bf29-4649-b48d-9f7e21dad9ea,TABS2024021525,Guardian Life,2024-06-24T11:19:14.913,3008,Granite Park 6,1362,2043,9002,350000.0,900001,2024-06-24T00:00:00,2024-09-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021525
e0c0619c-5ef7-4022-a856-e073181e67c1,TABS2024021493,OFFICES AT PROSPER 380 #404,2024-06-23T12:47:49.243,3008,THE OFFICES AT PROSPER 380,1408,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021493
a0f97100-21e6-4abf-90a0-d67dc2a171d2,TABS2024021492,OFFICES AT PROSPER 380 #403,2024-06-23T12:46:11.01,3008,THE OFFICES AT PROSPER 380,1408,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021492
4fe51977-09aa-410a-8f9a-8c00421dbfb7,TABS2024021491,OFFICES AT PROSPER 380 #402,2024-06-23T12:44:01.213,3008,OFFICES AT PROSPER 380,1408,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021491
18336fed-1bee-4e28-9f02-8520e7da25bc,TABS2024021490,OFFICES AT PROSPER 380 #401,2024-06-23T12:40:32.62,3008,OFFICES AT PROSPER 380,1408,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021490
02ad3c08-8ca8-4295-9675-4cdec8444e4e,TABS2024021489,OFFICES AT PROSPER 380 BLDG 4 SHELL,2024-06-23T12:35:25.37,3008,THE OFFICES AT PROSPER 380,1408,2043,9001,350000.0,900001,2024-08-01T00:00:00,2025-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021489
6c246cea-c399-488c-a320-f33da9b98c3d,TABS2024021488,OFFICES AT PRESONBROOK #202,2024-06-23T12:32:49.243,3008,THE OFFICES AT PRESTONBROOK,623,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021488
6fff9b6b-2175-4196-9072-01f0edfc4bf8,TABS2024021487,OFFICES AT PRESONBROOK #201,2024-06-23T12:30:49.413,3008,THE OFFICES AT PRESTONBROOK,623,2043,9001,100000.0,900001,2024-08-01T00:00:00,2025-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024021487
